WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
12,Merida,Merida Open,2/21/23,WTA250,Outdoor,Hard,1st Round,3,Siniakova K.,Tsurenko L.,47,100,1055,653,7,5,,,,,1,0,Retired,1.91,1.91,2.05,1.85,2.05,1.91,1.97,1.81
12,Merida,Merida Open,2/21/23,WTA250,Outdoor,Hard,1st Round,3,Udvardy P.,Niemeier J.,91,69,695,858,7,6,7,6,,,2,0,Completed,3.75,1.29,3.89,1.29,4.38,1.3,3.71,1.27
12,Merida,Merida Open,2/21/23,WTA250,Outdoor,Hard,1st Round,3,Stephens S.,Jeanjean L.,41,108,1244,610,6,1,6,3,,,2,0,Completed,1.29,3.75,1.38,3.28,1.38,3.75,1.33,3.25
12,Merida,Merida Open,2/22/23,WTA250,Outdoor,Hard,1st Round,3,Gracheva V.,Maria T.,89,72,702,850,3,6,6,4,6,2,2,1,Completed,2.1,1.73,2.12,1.78,2.2,1.8,2.05,1.75
12,Merida,Merida Open,2/22/23,WTA250,Outdoor,Hard,1st Round,3,Linette M.,Osorio M.,21,61,1770,913,6,7,7,5,6,2,2,1,Completed,1.53,2.5,1.61,2.46,1.61,2.52,1.55,2.42
12,Merida,Merida Open,2/22/23,WTA250,Outdoor,Hard,1st Round,3,Peterson R.,Podoroska N.,140,109,463,607,6,3,7,5,,,2,0,Completed,1.67,2.2,1.76,2.16,1.76,2.2,1.68,2.17
12,Merida,Merida Open,2/22/23,WTA250,Outdoor,Hard,1st Round,3,Parks A.,Contreras Gomez F.,51,169,1009,386,7,6,3,6,7,5,2,1,Completed,1.33,3.4,1.3,3.8,1.36,3.8,1.31,3.4
12,Merida,Merida Open,2/22/23,WTA250,Outdoor,Hard,2nd Round,3,Birrell K.,Wang Xiy.,133,62,494,912,6,3,6,2,,,2,0,Completed,1.8,2,1.72,2.23,1.82,2.23,1.73,2.09
12,Merida,Merida Open,2/22/23,WTA250,Outdoor,Hard,2nd Round,3,Mcnally C.,Volynets K.,92,96,694,679,6,3,6,0,,,2,0,Completed,1.53,2.5,1.59,2.5,1.64,2.52,1.55,2.42
12,Merida,Merida Open,2/23/23,WTA250,Outdoor,Hard,2nd Round,3,Giorgi C.,Parrizas Diaz N.,68,79,865,790,7,6,6,2,,,2,0,Completed,1.5,2.63,1.53,2.65,1.53,2.7,1.49,2.58
12,Merida,Merida Open,2/23/23,WTA250,Outdoor,Hard,2nd Round,3,Cocciaretto E.,Wang Xin.,54,67,1005,871,6,4,6,2,,,2,0,Completed,1.5,2.63,1.52,2.69,1.55,2.88,1.49,2.59
12,Merida,Merida Open,2/23/23,WTA250,Outdoor,Hard,2nd Round,3,Peterson R.,Parks A.,140,51,463,1009,6,4,6,2,,,2,0,Completed,2,1.8,2,1.88,2.13,1.88,1.96,1.82
12,Merida,Merida Open,2/23/23,WTA250,Outdoor,Hard,2nd Round,3,Linette M.,Udvardy P.,21,91,1770,695,6,0,2,5,,,1,0,Retired,1.17,5,1.18,5.45,1.2,5.76,1.17,4.94
12,Merida,Merida Open,2/24/23,WTA250,Outdoor,Hard,2nd Round,3,Stephens S.,Gracheva V.,41,89,1244,702,5,7,6,2,7,6,2,1,Completed,1.44,2.75,1.51,2.73,1.53,2.9,1.46,2.66
12,Merida,Merida Open,2/24/23,WTA250,Outdoor,Hard,2nd Round,3,Siniakova K.,Bonaventure Y.,47,95,1055,684,6,0,7,5,,,2,0,Completed,1.36,3.2,1.39,3.23,1.44,3.23,1.37,3.03
12,Merida,Merida Open,2/24/23,WTA250,Outdoor,Hard,Quarterfinals,3,Mcnally C.,Birrell K.,92,133,694,494,6,4,6,3,,,2,0,Completed,1.8,2,1.76,2.19,1.82,2.2,1.75,2.07
12,Merida,Merida Open,2/24/23,WTA250,Outdoor,Hard,Quarterfinals,3,Peterson R.,Linette M.,140,21,463,1770,6,2,6,4,,,2,0,Completed,2.75,1.44,2.68,1.53,2.9,1.53,2.68,1.46
12,Merida,Merida Open,2/25/23,WTA250,Outdoor,Hard,Quarterfinals,3,Giorgi C.,Stephens S.,68,41,865,1244,6,0,6,0,,,2,0,Completed,1.62,2.3,1.67,2.36,1.68,2.42,1.61,2.3
12,Merida,Merida Open,2/25/23,WTA250,Outdoor,Hard,Quarterfinals,3,Siniakova K.,Cocciaretto E.,47,54,1055,1005,6,1,5,7,6,0,2,1,Completed,1.91,1.91,1.93,1.97,1.98,1.96,1.9,1.89
12,Merida,Merida Open,2/26/23,WTA250,Outdoor,Hard,Semifinals,3,Peterson R.,Mcnally C.,140,92,463,694,6,2,6,7,6,4,2,1,Completed,1.91,1.91,2.02,1.89,2.1,1.92,1.94,1.85
12,Merida,Merida Open,2/26/23,WTA250,Outdoor,Hard,Semifinals,3,Giorgi C.,Siniakova K.,68,47,865,1055,7,5,7,6,,,2,0,Completed,1.67,2.2,1.79,2.14,1.79,2.28,1.7,2.14
12,Merida,Merida Open,2/27/23,WTA250,Outdoor,Hard,The Final,3,Giorgi C.,Peterson R.,68,140,865,463,7,6,1,6,6,2,2,1,Completed,1.44,2.75,1.47,2.9,1.47,2.97,1.43,2.79
